,Client,Sex,Age,Tenure,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,Sale_MF,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL
99,100,F,39,86,1,,,,1.0,1.0,0.0,,,,247.4932142857143,802.8071428571428,1471.782857142857,953.1439285714285,11.0,3.0,1351.4978571428571,911.4642857142857,35.714285714285715,413.40857142857146,327.2857142857143,36.0,13.0,1.0,17.0,8.0,,,,,,
100,101,M,63,139,1,1.0,2.0,,,,473.3592857142857,452.28214285714284,14429.051428571429,,,,227.3657142857143,192.85107142857143,4.0,3.0,393.89142857142855,393.89142857142855,357.14285714285717,0.0,10.821428571428571,5.0,5.0,1.0,0.0,1.0,,,,,,
101,102,M,20,172,1,,,1.0,,,48.771071428571425,,,114.14,,,4160.701071428572,2840.9796428571426,38.0,33.0,4245.904642857143,2803.675714285714,232.14285714285714,786.3367857142857,202.24964285714285,86.0,58.0,4.0,38.0,6.0,1.0,0.0,1.0,2.9580357142857143,0.0,6.9525
102,103,F,80,199,1,,,,,,42.99071428571428,,,,,,0.010357142857142856,0.0007142857142857143,2.0,1.0,6.438214285714286,6.428571428571429,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.256428571428572,0.0
103,104,M,10,65,1,1.0,1.0,,,,501.29,41481.50785714285,0.0,,,,528.3824999999999,527.7946428571429,4.0,3.0,556.1075,556.1075,0.0,53.0,495.8575,10.0,10.0,0.0,1.0,8.0,,,,,,
104,105,M,49,150,1,,,,,,670.2957142857142,,,,,,1046.4614285714285,1046.4614285714285,4.0,4.0,683.7242857142857,683.7242857142857,303.57142857142856,374.7957142857143,0.0,13.0,13.0,3.0,6.0,0.0,,,,,,
105,106,F,48,88,1,,3.0,,,,112.35000000000001,,0.0,,,,745.22,745.22,2.0,2.0,319.89285714285717,319.89285714285717,0.0,0.0,316.9642857142857,7.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
106,107,F,26,181,1,,,,,,23.330714285714286,,,,,,0.013214285714285715,0.013214285714285715,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,108,F,39,82,1,2.0,,1.0,,,816.8389285714286,0.0,,0.0,,,1175.480357142857,1171.3260714285714,8.0,6.0,465.5,465.5,0.0,31.607142857142858,430.5,10.0,10.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
108,109,M,64,151,1,,,,,,1113.5185714285715,,,,,,1721.251785714286,1721.251785714286,5.0,5.0,1979.8675,1979.8675,589.2857142857143,471.1089285714285,909.6157142857144,60.0,60.0,11.0,32.0,10.0,,,,,,
109,110,M,55,76,1,1.0,1.0,,,,62.47035714285715,1146.4957142857143,0.0,,,,32975.32607142857,18194.535357142857,8.0,6.0,18252.571428571428,395.42857142857144,0.0,0.0,395.42857142857144,8.0,7.0,0.0,0.0,7.0,,,,,,
110,111,F,34,94,1,,,1.0,,,0.0,,,31.5575,,,1329.8528571428571,1329.8528571428571,4.0,4.0,1889.8721428571428,1889.8721428571428,1250.0,267.8364285714286,369.5357142857143,15.0,15.0,2.0,6.0,6.0,,,,,,
111,112,F,73,31,1,,,,,,204.46142857142857,,,,,,157.28821428571428,157.28821428571428,4.0,4.0,222.57642857142858,222.57642857142858,146.42857142857142,76.14785714285713,0.0,21.0,21.0,8.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,12.5
112,113,F,43,150,1,,,1.0,,1.0,50.78071428571428,,,0.0,,17300.489642857145,251.87857142857143,191.80749999999998,7.0,4.0,241.99035714285714,226.6475,107.14285714285714,16.482142857142858,0.0,12.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,114,F,26,13,1,,,,1.0,,35.714285714285715,,,,1068.2096428571429,,1406.2557142857145,691.97,7.0,6.0,1016.8685714285714,302.5828571428571,107.14285714285714,41.86857142857143,132.14285714285714,17.0,16.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
114,115,F,57,144,1,,,,,,415.8978571428571,,,,,,7495.072142857142,7495.072142857142,4.0,4.0,4104.453214285714,4104.453214285714,500.0,11.960714285714285,0.0,6.0,6.0,2.0,1.0,0.0,,,,,,
115,116,F,47,239,1,,,,,,637.8357142857143,,,,,,91.0807142857143,91.0807142857143,2.0,2.0,126.92857142857143,126.92857142857143,0.0,124.96428571428571,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,117,F,43,153,4,,,1.0,,,0.0,,,0.0,,,1095.4110714285714,1095.4110714285714,8.0,8.0,1232.3910714285714,1232.3910714285714,0.0,522.0407142857142,705.5289285714287,31.0,31.0,0.0,19.0,11.0,,,,,,
117,118,F,43,92,1,1.0,2.0,,,,1184.9382142857141,5876.2814285714285,23214.285714285714,,,,3098.8125,3075.1617857142855,4.0,2.0,1618.580357142857,1618.580357142857,142.85714285714286,1209.5089285714287,266.2142857142857,34.0,34.0,1.0,26.0,7.0,0.0,0.0,1.0,0.0,0.0,11.382499999999999
118,119,F,25,152,1,1.0,3.0,,,,194.95892857142857,3573.113214285714,8287.8875,,,,218.9935714285714,218.10892857142858,3.0,2.0,89.98214285714286,89.98214285714286,0.0,53.94642857142857,33.642857142857146,6.0,6.0,0.0,3.0,2.0,,,,,,
119,120,M,32,14,1,2.0,,,,,156.81750000000002,4.548571428571429,,,,,1036.2667857142858,1021.0078571428572,3.0,2.0,710.9821428571429,710.9821428571429,114.28571428571429,139.55357142857142,456.92857142857144,19.0,19.0,1.0,9.0,8.0,0.0,0.0,1.0,0.0,0.0,7.297857142857143
120,121,F,25,31,1,1.0,1.0,1.0,1.0,,37.82142857142857,541.4121428571428,329.60785714285714,98.14071428571428,2.357142857142857,,2883.950714285714,2502.466785714286,9.0,5.0,2519.906428571429,1147.4642857142858,71.42857142857143,1372.4421428571427,727.1428571428571,45.0,19.0,1.0,26.0,17.0,,,,,,
121,122,M,39,80,1,,,,,,1392.7667857142858,,,,,,857.1078571428571,857.1078571428571,3.0,3.0,862.4289285714285,862.4289285714285,0.0,0.0,861.7860714285714,5.0,5.0,0.0,0.0,4.0,1.0,1.0,0.0,3.2930357142857143,2.857142857142857,0.0
122,123,F,22,40,2,,,,,,8883.968214285715,,,,,,30.381785714285716,30.381785714285716,2.0,2.0,35.892857142857146,35.892857142857146,0.0,33.92857142857143,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.46107142857143
123,124,M,68,47,1,,,1.0,,,120.495,,,0.0,,,637.6189285714287,637.6189285714287,5.0,5.0,456.8696428571429,456.8696428571429,0.0,0.0,332.71964285714284,8.0,8.0,0.0,0.0,5.0,,,,,,
124,125,M,38,175,1,,,1.0,1.0,,0.0,,,0.0,108.12071428571429,,1754.0835714285713,892.7896428571429,13.0,6.0,2070.089285714286,1764.5928571428572,392.85714285714283,300.1392857142857,521.9464285714286,28.0,17.0,1.0,8.0,13.0,,,,,,
125,126,F,33,173,1,,,1.0,,,70.79964285714286,,,0.0,,,771.6589285714286,771.6589285714286,8.0,8.0,999.0714285714286,999.0714285714286,0.0,0.0,994.7142857142857,23.0,23.0,0.0,0.0,22.0,,,,,,
126,127,F,25,150,1,,,1.0,,,2893.112857142857,,,676.7528571428572,,,32.15,32.15,3.0,3.0,52.142857142857146,52.142857142857146,0.0,0.0,52.142857142857146,4.0,4.0,0.0,0.0,4.0,1.0,1.0,1.0,19.354642857142856,0.07142857142857142,14.071428571428571
127,128,M,70,6,1,,,1.0,,,31.292857142857144,,,0.0,,,633.4371428571429,633.4371428571429,3.0,3.0,612.8857142857142,612.8857142857142,0.0,10.953571428571427,598.5392857142857,13.0,13.0,0.0,1.0,11.0,,,,,,
128,129,M,42,126,1,,,,,,1103.6585714285713,,,,,,1062.0342857142857,1062.0342857142857,5.0,5.0,1021.6071428571429,1021.6071428571429,678.5714285714286,0.0,343.0357142857143,9.0,9.0,2.0,0.0,7.0,1.0,0.0,1.0,28.295535714285712,0.0,6.138928571428571
129,130,F,60,147,1,,,1.0,,,12.750357142857142,,,681.5203571428572,,,1922.2571428571428,1339.5464285714286,24.0,22.0,1958.1642857142856,1350.2607142857144,185.71428571428572,85.37142857142858,496.0357142857143,45.0,24.0,6.0,11.0,3.0,1.0,0.0,0.0,0.06714285714285714,0.0,0.0
130,131,M,47,92,1,,,,,,898.485,,,,,,23.214285714285715,23.214285714285715,1.0,1.0,24.321428571428573,24.321428571428573,0.0,0.0,22.142857142857142,3.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,3.1389285714285715,4.642857142857143,0.0
131,132,M,50,53,1,1.0,,,,,79.41857142857143,1259.155,,,,,68.40142857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4732142857142858,0.0,0.0
132,133,M,46,6,1,,,,,,140.6675,,,,,,0.01892857142857143,0.01892857142857143,1.0,1.0,1.4285714285714286,1.4285714285714286,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,
133,134,M,32,128,1,,,,,1.0,2809.1978571428567,,,,,7237.215357142857,528.7110714285715,433.42928571428575,3.0,2.0,403.82142857142856,401.0,285.7142857142857,0.0,0.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.139999999999997
134,135,M,24,82,1,,,,,,184.10607142857143,,,,,,0.0017857142857142859,0.0017857142857142859,1.0,1.0,169.53821428571428,169.53821428571428,71.42857142857143,95.60964285714286,0.0,10.0,10.0,4.0,4.0,0.0,,,,,,
135,136,M,33,52,1,,,,,,564.9810714285715,,,,,,399.0728571428572,399.0728571428572,2.0,2.0,96.64285714285714,96.64285714285714,0.0,0.0,95.10714285714286,4.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
136,137,F,63,168,3,,1.0,,,,185.72214285714287,,0.0,,,,447.11285714285714,447.11285714285714,2.0,2.0,503.98071428571427,503.98071428571427,178.57142857142858,255.90928571428572,67.42857142857143,11.0,11.0,1.0,6.0,3.0,0.0,1.0,0.0,0.0,9.392857142857142,0.0
137,138,M,47,79,1,,,,,,114.59142857142857,,,,,,182.15892857142856,182.15892857142856,2.0,2.0,123.60714285714286,123.60714285714286,0.0,0.0,121.42857142857143,2.0,2.0,0.0,0.0,1.0,,,,,,
138,139,F,74,64,1,,,1.0,1.0,,1653.9632142857142,,,0.0,940.5742857142858,,406.50107142857144,398.90214285714285,13.0,8.0,466.9139285714286,400.7628571428572,303.57142857142856,59.75535714285714,25.714285714285715,18.0,11.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
139,140,M,25,125,1,,,1.0,,,7337.821785714286,,,0.0,,,3904.1832142857143,3339.3825,11.0,9.0,3452.340714285714,2887.8364285714283,0.0,0.0,2319.6428571428573,7.0,6.0,0.0,0.0,3.0,,,,,,
140,141,F,20,24,1,1.0,4.0,,,,36.60178571428571,4264.655,0.0,,,,547.0492857142857,547.0492857142857,3.0,3.0,1228.7485714285715,1228.7485714285715,160.71428571428572,1002.9628571428572,60.714285714285715,13.0,13.0,4.0,4.0,1.0,,,,,,
141,142,F,27,183,1,,,,,,1511.6839285714286,,,,,,714.2857142857143,714.2857142857143,1.0,1.0,728.1071428571429,728.1071428571429,0.0,0.0,725.9285714285714,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
142,143,F,66,18,1,,,,1.0,,0.0,,,,853.2671428571429,,19775.640000000003,18347.068571428572,10.0,9.0,18181.79357142857,16753.222142857143,71.42857142857143,1309.9007142857142,15311.785714285714,50.0,49.0,2.0,26.0,15.0,1.0,0.0,1.0,5.416428571428571,0.0,2.4107142857142856
143,144,M,67,104,1,,,,,,1214.7921428571428,,,,,,178.57357142857146,178.57357142857146,2.0,2.0,42.42857142857143,42.42857142857143,14.285714285714286,28.142857142857142,0.0,3.0,3.0,1.0,2.0,0.0,,,,,,
144,145,M,14,52,1,1.0,,,,,78.52464285714287,57205.47107142857,,,,,1251.037857142857,1251.037857142857,4.0,4.0,1242.7892857142856,1242.7892857142856,585.7142857142857,116.03928571428571,539.6071428571429,21.0,21.0,6.0,6.0,8.0,,,,,,
145,146,M,37,89,1,,,,,,0.25821428571428573,,,,,,446.9789285714286,446.9789285714286,3.0,3.0,345.87142857142857,345.87142857142857,35.714285714285715,310.15714285714284,0.0,15.0,15.0,1.0,14.0,0.0,,,,,,
146,147,M,25,176,1,,,,,,125.5625,,,,,,542.9378571428572,542.9378571428572,4.0,4.0,205.71428571428572,205.71428571428572,17.857142857142858,2.142857142857143,185.71428571428572,6.0,6.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,15.613214285714287
147,148,M,45,42,1,,3.0,,,,132.09857142857143,,5560.714285714285,,,,6043.837857142857,6043.837857142857,6.0,6.0,2378.608928571429,2378.608928571429,0.0,0.0,2366.0375,23.0,23.0,0.0,0.0,21.0,1.0,0.0,0.0,4.234464285714286,0.0,0.0
148,149,M,54,18,1,,,,,,574.6835714285714,,,,,,635.215,635.215,2.0,2.0,629.1071428571429,629.1071428571429,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,150,F,27,3,1,,,1.0,,,11.594285714285714,,,0.0,,,1539.1299999999999,1539.1299999999999,4.0,4.0,1441.0514285714287,1441.0514285714287,442.85714285714283,714.7657142857142,20.428571428571427,59.0,59.0,4.0,48.0,1.0,,,,,,
150,151,M,58,265,1,1.0,,,,,3053.753928571429,42257.00178571429,,,,,1688.0925,1683.5849999999998,6.0,5.0,1985.6028571428571,1985.6028571428571,321.42857142857144,294.9242857142857,1364.607142857143,18.0,18.0,2.0,6.0,8.0,,,,,,
151,152,M,50,64,1,,,1.0,,,4230.166428571429,,,0.0,,,192.28928571428574,192.28928571428574,2.0,2.0,283.56071428571425,283.56071428571425,125.0,0.0,10.714285714285714,6.0,6.0,2.0,0.0,1.0,,,,,,
152,153,F,67,92,1,1.0,,1.0,,,936.1510714285714,2514.2160714285715,,0.0,,,3553.2957142857144,2154.031785714286,56.0,37.0,3820.026785714286,2146.8889285714286,264.2857142857143,418.0132142857143,1398.142857142857,92.0,57.0,12.0,15.0,18.0,,,,,,
153,154,M,28,151,1,,,,,,785.9264285714286,,,,,,446.4325,446.4325,5.0,5.0,1478.4739285714284,1478.4739285714284,0.0,1478.4739285714284,0.0,38.0,38.0,0.0,38.0,0.0,,,,,,
154,155,M,27,97,1,,,,,,0.0,,,,,,726.4807142857143,726.4807142857143,2.0,2.0,641.8660714285714,641.8660714285714,321.42857142857144,127.79464285714286,191.0,14.0,14.0,3.0,8.0,2.0,,,,,,
155,156,M,54,95,1,1.0,1.0,,,,417.8764285714286,6458.979285714287,9760.005357142858,,,,1830.454642857143,1826.0492857142856,7.0,5.0,4655.535714285715,4655.535714285715,0.0,0.0,1012.6785714285714,8.0,8.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,16.317857142857143
156,157,M,25,151,1,,,,,,3970.2717857142857,,,,,,1023.9342857142857,1023.9342857142857,3.0,3.0,1076.5357142857142,1076.5357142857142,357.14285714285717,157.80357142857142,343.32142857142856,18.0,18.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
157,158,M,0,152,1,1.0,,,,,326.6303571428571,16117.897142857142,,,,,2353.784285714286,2353.4532142857142,5.0,4.0,1208.4282142857141,1208.4282142857141,0.0,1208.4282142857141,0.0,13.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,159,M,33,152,1,,,,,,1577.5682142857145,,,,,,714.3042857142857,714.3042857142857,3.0,3.0,3124.072142857143,3124.072142857143,178.57142857142858,65.37857142857142,2329.5257142857145,15.0,15.0,1.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,9.940357142857142
159,160,F,41,181,1,,,,,,3314.279642857143,,,,,,1104.7310714285716,1104.7310714285716,3.0,3.0,708.7110714285715,708.7110714285715,0.0,50.13964285714286,657.8214285714286,23.0,23.0,0.0,7.0,15.0,0.0,0.0,1.0,0.0,0.0,17.0475
160,161,F,46,103,1,1.0,2.0,,,,154.92928571428573,86.97535714285713,32280.21392857143,,,,14.532857142857143,2.1471428571428572,23.0,2.0,1.9685714285714284,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,,,,,,
161,162,F,51,123,1,,,,,,1.9646428571428571,,,,,,500.03785714285715,500.03785714285715,2.0,2.0,380.7857142857143,380.7857142857143,178.57142857142858,0.0,202.21428571428572,6.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
162,163,F,60,51,1,1.0,2.0,,,,1304.829642857143,3096.087142857143,1687.600357142857,,,,25142.540357142858,10397.091785714287,6.0,4.0,15735.746071428572,15735.746071428572,535.7142857142857,672.8567857142858,205.74642857142857,9.0,9.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
163,164,F,40,151,1,1.0,9.0,,,,2690.460357142857,2579.9832142857144,2851.1207142857143,,,,15.630357142857141,0.0825,2.0,1.0,3623.965,3623.965,107.14285714285714,595.0721428571429,2920.5,15.0,15.0,1.0,8.0,5.0,,,,,,
164,165,F,42,103,1,,,,,,17.86857142857143,,,,,,1383.2628571428572,1383.2628571428572,3.0,3.0,1065.9232142857143,1065.9232142857143,142.85714285714286,0.0,779.0085714285715,17.0,17.0,1.0,0.0,12.0,,,,,,
165,166,M,48,51,1,,,1.0,,1.0,15.797142857142857,,,754.9014285714286,,2216.4814285714288,1385.9139285714284,1180.3796428571427,15.0,12.0,1454.5982142857142,1191.0767857142857,892.8571428571429,0.0,71.42857142857143,23.0,14.0,5.0,0.0,2.0,,,,,,
166,167,M,73,92,1,,,,,,3446.8114285714287,,,,,,232.86392857142854,232.86392857142854,3.0,3.0,170.625,170.625,42.857142857142854,90.73214285714286,37.035714285714285,15.0,15.0,3.0,8.0,4.0,1.0,0.0,0.0,1.7032142857142856,0.0,0.0
167,168,F,26,168,1,1.0,,1.0,,,71.42857142857143,17921.309285714284,,0.0,,,303.645,303.645,3.0,3.0,315.07142857142856,315.07142857142856,0.0,0.0,311.67857142857144,7.0,7.0,0.0,0.0,6.0,,,,,,
168,169,M,75,76,1,,,,,,1106.4257142857143,,,,,,1012.0132142857143,1012.0132142857143,3.0,3.0,869.4657142857143,869.4657142857143,217.85714285714286,246.6775,403.5025,21.0,21.0,5.0,9.0,6.0,,,,,,
169,170,F,41,151,1,,,,,,0.0,,,,,,321.42892857142857,321.42892857142857,2.0,2.0,312.3735714285714,312.3735714285714,0.0,0.0,3.5357142857142856,5.0,5.0,0.0,0.0,1.0,,,,,,
170,171,F,22,151,1,,,,,,4112.732857142857,,,,,,854.5785714285714,854.5785714285714,3.0,3.0,967.6146428571428,967.6146428571428,435.7142857142857,347.7575,178.14285714285714,59.0,59.0,12.0,27.0,9.0,1.0,1.0,0.0,6.762142857142857,9.0,0.0
171,172,F,56,188,1,3.0,,,1.0,,0.041428571428571426,4191.274285714286,,,28.97142857142857,,109.97392857142857,107.14678571428571,6.0,2.0,18.0,16.571428571428573,0.0,0.0,15.857142857142858,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
172,173,M,23,150,1,,,,,,3913.7982142857145,,,,,,0.02107142857142857,0.02107142857142857,1.0,1.0,1.9642857142857142,1.9642857142857142,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,174,M,22,109,1,,,1.0,,1.0,70.76928571428572,,,532.6324999999999,,14233.636071428571,1322.5,1282.8007142857143,6.0,5.0,1251.982142857143,1246.3392857142858,521.4285714285714,114.70357142857142,236.46428571428572,19.0,17.0,2.0,5.0,6.0,,,,,,
174,175,F,41,61,1,,,,,2.0,0.07071428571428572,,,,,20749.29464285714,676.3442857142857,548.9657142857143,5.0,4.0,569.6253571428572,566.8039285714286,214.28571428571428,0.0,193.23250000000002,8.0,7.0,2.0,0.0,3.0,,,,,,
175,176,F,56,188,1,,,,,,343.9407142857143,,,,,,310.82428571428574,310.82428571428574,2.0,2.0,373.43321428571426,373.43321428571426,125.0,76.0775,169.74857142857144,18.0,18.0,4.0,8.0,3.0,,,,,,
176,177,F,22,71,1,,,,,,3515.7771428571427,,,,,,540.5871428571429,540.5871428571429,2.0,2.0,180.96428571428572,180.96428571428572,0.0,0.0,178.57142857142858,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
177,178,M,20,46,1,1.0,,,,,86.61035714285715,0.11035714285714285,,,,,9.494285714285713,0.06535714285714286,2.0,1.0,1414.7142857142858,1414.7142857142858,0.0,0.0,1414.7142857142858,4.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,1.5814285714285714,0.0,0.0
178,179,F,20,109,1,,,,,,11.684642857142858,,,,,,1322.144642857143,1322.144642857143,5.0,5.0,642.6071428571429,642.6071428571429,89.28571428571429,10.321428571428571,539.6071428571429,9.0,9.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,14.138571428571428
179,180,F,56,174,1,,,,,,902.4875000000001,,,,,,500.19357142857143,500.19357142857143,2.0,2.0,473.82142857142856,473.82142857142856,464.2857142857143,0.0,7.571428571428571,10.0,10.0,4.0,0.0,1.0,,,,,,
180,181,M,71,0,1,1.0,,,,,549.2064285714285,36.613214285714285,,,,,377.6235714285714,377.6203571428572,7.0,6.0,13.964285714285714,13.964285714285714,0.0,0.0,11.785714285714286,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.94357142857143
181,182,M,64,187,1,,,,,,443.98857142857145,,,,,,606.54,606.54,7.0,7.0,962.6625,962.6625,225.0,578.8057142857143,158.8567857142857,43.0,43.0,8.0,32.0,3.0,1.0,0.0,0.0,5.793928571428571,0.0,0.0
182,183,M,32,179,1,,,,,,4726.620714285715,,,,,,378.2507142857143,378.2507142857143,4.0,4.0,325.77642857142854,325.77642857142854,85.71428571428571,83.94535714285713,152.36678571428573,22.0,22.0,4.0,8.0,6.0,,,,,,
183,184,F,30,115,1,,,,,,160.90321428571428,,,,,,0.009642857142857144,0.009642857142857144,1.0,1.0,131.87428571428572,131.87428571428572,0.0,129.34321428571428,0.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,5.785714285714286,0.0
184,185,M,24,95,1,,,,,,5733.328214285714,,,,,,620.8582142857142,620.8582142857142,3.0,3.0,435.8285714285715,435.8285714285715,0.0,73.47142857142856,358.9642857142857,9.0,9.0,0.0,3.0,5.0,1.0,0.0,0.0,1.5453571428571429,0.0,0.0
185,186,M,40,26,1,,,1.0,,1.0,981.5882142857143,,,0.0,,8742.690357142857,1918.8739285714287,1343.8639285714287,23.0,18.0,1884.7275000000002,1243.8639285714287,332.14285714285717,73.24285714285715,239.5,34.0,18.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
186,187,M,55,164,1,1.0,25.0,,,,923.9675,456.4010714285714,0.0,,,,1531.1332142857143,1518.6160714285713,6.0,4.0,762.4703571428571,762.4703571428571,160.71428571428572,140.48214285714286,302.9596428571429,24.0,24.0,3.0,6.0,10.0,1.0,0.0,1.0,2.7010714285714283,0.0,15.75
187,188,F,30,53,1,,,1.0,,,748.6853571428571,,,0.0,,,2906.782142857143,1922.457142857143,29.0,26.0,2869.128214285714,1922.457142857143,185.71428571428572,238.7392857142857,508.5,56.0,33.0,4.0,14.0,8.0,,,,,,
188,189,M,16,22,2,,,,,1.0,18245.913214285716,,,,,6001.416785714287,199.84357142857144,110.71464285714286,3.0,2.0,113.28571428571429,106.25,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,190,M,50,62,1,1.0,,1.0,,,3732.89,6177.329642857143,,157.9267857142857,,,357.7289285714286,357.1482142857143,3.0,2.0,249.96071428571426,249.96071428571426,0.0,48.603571428571435,198.96428571428572,5.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
190,191,M,59,150,1,,,,,,1047.5860714285714,,,,,,998.6810714285714,998.6810714285714,4.0,4.0,995.4103571428572,995.4103571428572,114.28571428571429,83.94678571428572,790.035,19.0,19.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
191,192,F,61,57,1,2.0,4.0,,,,5.295357142857143,12783.565,367.85714285714283,,,,20.7,0.02392857142857143,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.857142857142857
192,193,F,64,181,1,1.0,,,,,142.9532142857143,106.15285714285714,,,,,902.4964285714286,898.5803571428571,6.0,5.0,1474.7142857142858,1474.7142857142858,0.0,0.0,1472.2142857142858,6.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
193,194,M,27,2,1,,,,,,239.06392857142856,,,,,,58.93071428571428,58.93071428571428,3.0,3.0,342.70714285714286,342.70714285714286,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.4071428571428575,0.0
194,195,M,65,162,1,,,,,,5826.981428571429,,,,,,3350.016071428571,3350.016071428571,8.0,8.0,4292.571428571428,4292.571428571428,0.0,53.5,4232.285714285715,18.0,18.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
195,196,M,63,75,1,1.0,,,,,56.396071428571425,0.045714285714285714,,,,,18350.822142857145,1353.5742857142857,10.0,4.0,1100.1007142857143,1100.1007142857143,375.0,95.46857142857142,377.92857142857144,21.0,21.0,1.0,3.0,14.0,,,,,,
196,197,M,70,58,1,1.0,4.0,,,,686.3078571428571,191591.18964285712,0.0,,,,29178.796071428573,29178.26892857143,10.0,9.0,30910.964285714286,30910.964285714286,0.0,0.0,2241.3571428571427,11.0,11.0,0.0,0.0,3.0,,,,,,
197,198,F,54,5,1,,3.0,,,,3991.9914285714285,,0.0,,,,377.04321428571427,377.04321428571427,2.0,2.0,393.8071428571429,393.8071428571429,178.57142857142858,29.12857142857143,183.60714285714286,11.0,11.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
198,199,F,47,151,1,,,,,1.0,151.82464285714286,,,,,4461.236428571428,1480.5939285714285,1460.4732142857142,4.0,3.0,1171.2635714285714,1166.9778571428571,214.28571428571428,130.61357142857142,487.5357142857143,43.0,41.0,4.0,12.0,3.0,,,,,,
199,200,F,24,129,2,,2.0,,1.0,,0.0,,0.0,,476.7142857142857,,20182.245714285713,16530.457857142857,10.0,4.0,7658.063214285714,7040.221428571429,667.8571428571429,2470.335714285714,892.3514285714285,62.0,38.0,4.0,39.0,10.0,,,,,,
200,201,M,68,34,2,,,,,,5112.856428571429,,,,,,475.3592857142857,475.3592857142857,2.0,2.0,837.0035714285714,837.0035714285714,464.2857142857143,0.0,0.0,6.0,6.0,3.0,0.0,0.0,,,,,,
